"app","agent"
"com.yogurtland.yl","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.caringbridge.app","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.caringbridge.app","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.eatstreet.eatstreet","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.ally.mobilebanking","securityd (unknown version) CFNetwork/711.1.16 Darwin/14.0.0"
"com.ally.mobilebanking","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.rethinkbooks.bookshout","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.duat.iduat","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.seusx.freeskinshuffle","Skin%20Shuffle/3 CFNetwork/711.1.16 Darwin/14.0.0"
"com.seusx.freeskinshuffle","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.seusx.freeskinshuffle","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.seusx.freeskinshuffle","MobileAsset/1.1"
"com.seusx.freeskinshuffle","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B440 Safari/600.1.4"
"com.seusx.freeskinshuffle","AppStore/2.0 iOS/8.1.2 model/iPad4,4 build/12B440 (5; dt:103)"
"com.generamobile.lfpiphone","LFP/3.2.20 CFNetwork/711.1.16 Darwin/14.0.0"
"com.generamobile.lfpiphone","LFP/3.2.20 (iPad; iOS 8.1.2; Scale/2.00)"
"com.generamobile.lfpiphone","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.generamobile.lfpiphone","Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.generamobile.lfpiphone","AppStore/2.0 iOS/8.1.2 model/iPad4,4 build/12B440 (5; dt:103)"
"com.mbta.mobileapp.store","Metro/1.20.01 CFNetwork/711.1.16 Darwin/14.0.0"
"com.mbta.mobileapp.store","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.mbta.mobileapp.store","GoogleAnalytics/1.4 (iPad; U; CPU iPhone OS 8.1.2 like Mac OS X; en-ca)"
"com.mbta.mobileapp.store","MobileAsset/1.1"
"com.mbta.mobileapp.store","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B440 Safari/600.1.4"
"com.mbta.mobileapp.store","com.apple.mobilesafari/8.0 iOS/8.1.2 model/iPad4,4 build/12B440 (5; dt:103)"
"com.eurosport.newsarabia","EurosportArabia/3.1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.eurosport.newsarabia","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.slice.slicemobile","securityd (unknown version) CFNetwork/711.1.16 Darwin/14.0.0"
"com.slice.slicemobile","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.slice.slicemobile","MobileAsset/1.1"
"org.sfpark.app","SFpark/1.5 CFNetwork/711.1.16 Darwin/14.0.0"
"org.sfpark.app","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"org.sfpark.app","sfpark-iphone-app"
"com.initialcoms.bom","Ridibooks/621 CFNetwork/711.1.16 Darwin/14.0.0"
"com.initialcoms.bom","Ridibooks/6.32 (iPad; iOS 8.1.2; Scale/2.00)"
"com.initialcoms.bom","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.tacobell.argame","ARgame/530 CFNetwork/711.1.16 Darwin/14.0.0"
"com.tacobell.argame","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.tacobell.argame","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B440 Safari/600.1.4"
"com.crossforward.pedometer","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.texterity.texterity.costcoconnect","CostcoConnect/19.0 CFNetwork/711.1.16 Darwin/14.0.0"
"com.texterity.texterity.costcoconnect","WebtrendsClientLibrary/1.4.9+(App_iPhone)"
"com.thinkorswim.tdam","Trader/169.6 CFNetwork/711.1.16 Darwin/14.0.0"
"com.thinkorswim.tdam","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.anishu.homebudgetlite","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.littlebrowniebakers.cookielocator","FindCookies!/2.1.82 CFNetwork/711.1.16 Darwin/14.0.0"
"com.littlebrowniebakers.cookielocator","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.grinmans.wheresmybuslite","WheresMyBusLite/2.3 CFNetwork/711.1.16 Darwin/14.0.0"
"com.grinmans.wheresmybuslite","B8Q27XTDK7.com.grinmans.WheresMyBusLite"
"com.grinmans.wheresmybuslite","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.yourcompany.earthquake","YellowPages/7.8.1.1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.yourcompany.earthquake","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.beenverified.backgroundchecker","BeenVerified/4.1.8 CFNetwork/711.1.16 Darwin/14.0.0"
"com.beenverified.backgroundchecker","securityd (unknown version) CFNetwork/711.1.16 Darwin/14.0.0"
"com.beenverified.backgroundchecker","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.i21.21stapp","Appcelerator Titanium/3.2.2.GA (iPad/8.1.2; iPhone OS; en_CA;)"
"com.i21.21stapp","21st/6.0.0 CFNetwork/711.1.16 Darwin/14.0.0"
"com.i21.21stapp","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.i21.21stapp","GoogleAnalytics/2.0b3 (iPad; U; CPU iPhone OS 8.1.2 like Mac OS X; en-ca)"
"com.hrblock.iphoneprod","Emerald%20Card/4.7 CFNetwork/711.1.16 Darwin/14.0.0"
"com.hrblock.iphoneprod","Mozilla/5.0 (iPad; U; CPU iPhone OS 8_1_2 like Mac OS X; en-CA) Emerald Card/4.7"
"com.hrblock.iphoneprod","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.glu.modwarsniper","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.glu.modwarsniper","modwarsniper/3.0.2 CFNetwork/711.1.16 Darwin/14.0.0"
"com.glu.modwarsniper","securityd (unknown version) CFNetwork/711.1.16 Darwin/14.0.0"
"com.glu.modwarsniper","gamed/4.10.18.4.6.15.5.3.2 (iPad4,4; 8.1.2; 12B440; GameKit-194.15)"
"com.dineequity.ihop","IHOP/1.23 CFNetwork/711.1.16 Darwin/14.0.0"
"com.dineequity.ihop","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.triactivemedia.hypehair","Hype%20Hair/4.9.76 CFNetwork/711.1.16 Darwin/14.0.0"
"com.triactivemedia.hypehair","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.fatattitude.buschecker.mta","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.weightwatchers.wwmobile","WW%20Mobile/3.6.4.1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.weightwatchers.wwmobile","Mozilla/5.0 (iPad; U; CPU iPhone OS 8_1_2 like Mac OS X; en-CA) WW Mobile/3.6.4.1"
"com.weightwatchers.wwmobile","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.hbo.maxgo","MAX GO 2.5.1 rv:2.5.1.4100 (iPad; iPhone OS 8.1.2; en_CA)"
"com.hbo.maxgo","Mozilla/5.0 (iPad; U; CPU iPhone OS 8_1_2 like Mac OS X; en-CA) MAXGO/2.5.1.4100"
"com.hbo.maxgo","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.maxwell.billsmonitorfree","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.maxwell.billsmonitorfree","AppStore/2.0 iOS/8.1.2 model/iPad4,4 build/12B440 (5; dt:103)"
"com.aperturemobile.sleeptimezzz","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.aperturemobile.sleeptimezzz","SleepTime%20zZz/1.1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.aperturemobile.sleeptimezzz","Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.aperturemobile.sleeptimezzz","AppStore/2.0 iOS/8.1.2 model/iPad4,4 build/12B440 (5; dt:103)"
"com.worldlinkinc.italktogod","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.woojijuice.hokusai","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.babyfirsttv.christmasactivitybook","Mozilla/5.0 (iOS; U; en) AppleWebKit/533.19.4 (KHTML, like Gecko) AdobeAIR/15.0"
"com.babyfirsttv.christmasactivitybook","Christmas%20Activity%20Book/3.0.6 CFNetwork/711.1.16 Darwin/14.0.0"
"com.babyfirsttv.christmasactivitybook","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.doapps.b9e6d9221dcefc50ba23c6bd04ace911","WFAA/19 CFNetwork/711.1.16 Darwin/14.0.0"
"com.doapps.b9e6d9221dcefc50ba23c6bd04ace911","securityd (unknown version) CFNetwork/711.1.16 Darwin/14.0.0"
"com.doapps.b9e6d9221dcefc50ba23c6bd04ace911","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.seekingalpha.seekingalpha","SeekingAlpha/1730 CFNetwork/711.1.16 Darwin/14.0.0"
"com.seekingalpha.seekingalpha","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.seekingalpha.seekingalpha","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.seekingalpha.seekingalpha","Mozilla/5.0 (iPhone SeekingAlphaiPhoneApp; U; iPad4,4; en) IOS/8.1.2 USERID/ DEVICETOKEN/ VER/3.0.2 KIND/portfolio"
"com.seekingalpha.seekingalpha","MobileAsset/1.1"
"com.bassw3masters.nl.bassw3mastersnl.getpregnant","Get%20Pregnant/14 CFNetwork/711.1.16 Darwin/14.0.0"
"com.bassw3masters.nl.bassw3mastersnl.getpregnant","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.bassw3masters.nl.bassw3mastersnl.getpregnant","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"spanishdictionaryprofree.net.ithinkdiff","Spanish/46 CFNetwork/711.1.16 Darwin/14.0.0"
"spanishdictionaryprofree.net.ithinkdiff","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"spanishdictionaryprofree.net.ithinkdiff","AdSheet/1.0 CFNetwork/711.1.16 Darwin/14.0.0"
"com.rik.light","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.rik.light","MobileAsset/1.1"
"com.rik.light","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B440 Safari/600.1.4"
"com.comcast.cim.xfinitytv","Mozilla/5.0 (iPad; U; CPU iPhone OS 8_1_2 like Mac OS X; en-CA) XfinityRemote/63"
"com.comcast.cim.xfinitytv","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"pr.apex.primerahora","Primera%20Hora/306 CFNetwork/711.1.16 Darwin/14.0.0"
"pr.apex.primerahora","Primera Hora 3.3.1 rv:306 (iPad; iPhone OS 8.1.2; en_CA)"
"pr.apex.primerahora","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"pr.apex.primerahora","Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440 Safari/9537.53"
"pr.apex.primerahora","Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.actualsoftware.faxfile","FaxFile/938 CFNetwork/711.1.16 Darwin/14.0.0"
"com.actualsoftware.faxfile","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.smallware.solfree","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.smallware.solfree","Solitaire/350 CFNetwork/711.1.16 Darwin/14.0.0"
"com.smallware.solfree","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.meijer.mobile.meijer","Meijer/270;PIMapsLib/4.2.0;iPhone OS/8.1.2;iPad4,4"
"com.meijer.mobile.meijer","Meijer/270 CFNetwork/711.1.16 Darwin/14.0.0"
"com.meijer.mobile.meijer","Mozilla/5.0 (iPad; U; CPU iPhone OS 8_1_2 like Mac OS X; en-CA) Meijer/270"
"com.meijer.mobile.meijer","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.bakedbymelissa.bakedbymelissaipad","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.bakedbymelissa.bakedbymelissaipad","bbmar/5 CFNetwork/711.1.16 Darwin/14.0.0"
"gov.wa.wsdot.iphone.wsdot","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440 (5207329504)"
"gov.wa.wsdot.iphone.wsdot","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.magzter.seventeenmalaysia","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.magzter.seventeenmalaysia","stardust/410 CFNetwork/711.1.16 Darwin/14.0.0"
"com.lucidifi.learnspanish","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.lucidifi.learnspanish","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.lucidifi.learnspanish","GoogleAnalytics/1.3 (iPad; U; CPU iPhone OS 8.1.2 like Mac OS X; en-ca)"
"com.turner.atsoundboardapp","Beemo/225 CFNetwork/711.1.16 Darwin/14.0.0"
"com.turner.atsoundboardapp","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.turner.atsoundboardapp","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440 (349874752)"
"com.nypost.iphone","NYPost/1.4.7 (iPad; iOS 8.1.2; Scale/2.00)"
"com.nypost.iphone","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.mobilewareinc.ontime-metra-ad","onTime/5.0.5 (iPad; iOS 8.1.2; Scale/2.00)"
"com.mobilewareinc.ontime-metra-ad","onTime/5.0.5 CFNetwork/711.1.16 Darwin/14.0.0"
"com.mobilewareinc.ontime-metra-ad","AdSheet/1.0 CFNetwork/711.1.16 Darwin/14.0.0"
"com.antlerinsanity.antler-insanity","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.antlerinsanity.antler-insanity","Antler%20Insanity/1.75 CFNetwork/711.1.16 Darwin/14.0.0"
"com.antlerinsanity.antler-insanity","29JQKK9TLU.com.antlerinsanity.Antler-Insanity"
"com.3g.gochat","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.arvest.mbanking","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.arvest.mbanking","securityd (unknown version) CFNetwork/711.1.16 Darwin/14.0.0"
"com.raycom.wbtv.wbtv-weather","WBTVweather/3.7.501 CFNetwork/711.1.16 Darwin/14.0.0"
"com.raycom.wbtv.wbtv-weather","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.raycom.wbtv.wbtv-weather","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.raycom.wbtv.wbtv-weather","5N94534VQP.com.raycom.wbtv.WBTV-Weather"
"com.app.whiteboard","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.app.whiteboard","MobileAsset/1.1"
"com.app.whiteboard","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B440 Safari/600.1.4"
"com.buffalowildwings.bdubsapp","FightForFandom/902 CFNetwork/711.1.16 Darwin/14.0.0"
"com.buffalowildwings.bdubsapp","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.univision.iphone","TransperaSDK v3.6.0.88-fw : iPad4,4 : iPhone OS : 8.1.2"
"com.univision.iphone","Univision/318 CFNetwork/711.1.16 Darwin/14.0.0"
"com.univision.iphone","Mozilla/5.0 (iPad; U; CPU iPhone OS 8_1_2 like Mac OS X; en-CA) Univision/318"
"com.univision.iphone","Mozilla/5.0 (iPad4,4; iOS 8.1.2) FreeWheelAdManager/5.18.2-r10681-201412020307;com.univision.iphone Univision/318"
"com.univision.iphone","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.pacificspiritmedia.bestvids.fashionstore","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.pacificspiritmedia.bestvids.fashionstore","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.pacificspiritmedia.bestvids.fashionstore","MobileAsset/1.1"
"com.pacificspiritmedia.bestvids.fashionstore","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B440 Safari/600.1.4"
"com.svtsoftware.debtpayoffa","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.seamlessweb.aramarkcustomer","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.proximiti.celltrakr","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.proximiti.celltrakr","GoogleAnalytics/1.0 (iPad; U; CPU iPhone OS 8.1.2 like Mac OS X; en-CA)"
"com.medco.medcopharmacy","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.sapientgs.tsa","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.cbcnm.iapp.now.wjbk","FOX%202%20Detroit/4.3.2200 CFNetwork/711.1.16 Darwin/14.0.0"
"com.cbcnm.iapp.now.wjbk","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.cbcnm.iapp.now.wjbk","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.stocktwits.stocktwits","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.verizon.ams.dvr","Mozilla/5.0 (iPad; U; CPU iPhone OS 8_1_2 like Mac OS X; en-CA) VZFiOSMobile/3.6.5"
"com.verizon.ams.dvr","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.verizon.ams.dvr","VZFiOSMobile/3.6.5 (iPad; iOS 8.1.2; Scale/2.00)"
"com.verizon.ams.dvr","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.xcosoftware.miamiheat","XCOExperience/2.03 (iPad; iOS 8.1.2; Scale/2.00)"
"com.xcosoftware.miamiheat","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.babyfirsttv.babyfirstmobilelite","BabyFirst/2.5.52 CFNetwork/711.1.16 Darwin/14.0.0"
"com.babyfirsttv.babyfirstmobilelite","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.babyfirsttv.babyfirstmobilelite","Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.babyfirsttv.babyfirstmobilelite","AppleCoreMedia/1.0.0.12B440 (iPad; U; CPU OS 8_1_2 like Mac OS X; en_us)"
"com.innerapptive.turkeycallin","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.innerapptive.turkeycallin","TurkeyCallin/1.1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.innerapptive.turkeycallin","securityd (unknown version) CFNetwork/711.1.16 Darwin/14.0.0"
"com.yinzcam.nfl.phi","Eagles/29 CFNetwork/711.1.16 Darwin/14.0.0"
"com.yinzcam.nfl.phi","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X; en-CA)"
"com.yinzcam.nfl.phi","AppleCoreMedia/1.0.0.12B440 (iPad; U; CPU OS 8_1_2 like Mac OS X; en_us)"
"com.fred.crazywritersdemo","CrazyWritersDemo/1.7.5 CFNetwork/711.1.16 Darwin/14.0.0"
"com.fred.crazywritersdemo","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.yourcompany.allpoint","Allpoint/1381318795 CFNetwork/711.1.16 Darwin/14.0.0"
"com.yourcompany.allpoint","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.news12.news12togo","News 12  iPad App v3.11 (1673)"
"com.news12.news12togo","News12/1673 CFNetwork/711.1.16 Darwin/14.0.0"
"com.news12.news12togo","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"gov.state.apps.smartravel","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440 (5063719424)"
"gov.state.apps.smartravel","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"gov.state.apps.smartravel","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.apex.sal","Sal/4139 CFNetwork/711.1.16 Darwin/14.0.0"
"com.apex.sal","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.pixelmags.reader.managed.bright-publishing-advanced-photographer","Mozilla/5.0 (iPad; U; CPU iPhone OS 8_1_2 like Mac OS X; en-CA) Advanced Photographer/32.0.3.145.99524"
"com.pixelmags.reader.managed.bright-publishing-advanced-photographer","Advanced%20Photographer/32.0.3.145.99524 CFNetwork/711.1.16 Darwin/14.0.0"
"com.pixelmags.reader.managed.bright-publishing-advanced-photographer","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.pixelmags.reader.managed.bright-publishing-advanced-photographer","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.goodrx.iphone","GoodRx/4.2.2 CFNetwork/711.1.16 Darwin/14.0.0"
"com.goodrx.iphone","TVSquared iOS Collector Client 1.0"
"com.goodrx.iphone","YUV7GJ58WM.com.goodrx.iphone"
"com.goodrx.iphone","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.kiss2go.iphone","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.kiss2go.iphone","AppStore/2.0 iOS/8.1.2 model/iPad4,4 build/12B440 (5; dt:103)"
"com.toysrus.tru","ToysRus-US/5.3 CFNetwork/711.1.16 Darwin/14.0.0"
"com.toysrus.tru","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.toysrus.tru","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.lcrnd.carpaymentcalculatorapp","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.iosfunny02.sketchfree","SketchMe/4.2 CFNetwork/711.1.16 Darwin/14.0.0"
"com.iosfunny02.sketchfree","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.iosfunny02.sketchfree","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440"
"com.iosfunny02.sketchfree","securityd (unknown version) CFNetwork/711.1.16 Darwin/14.0.0"
"com.burpee.gardenplanner","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.burpee.gardenplanner","Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440 (376056752)"
"com.dropcam.dropcam","AssistantServices/1 CFNetwork/711.1.16 Darwin/14.0.0"
"com.timeinc.coastalliving.ipad.inapp","Mozilla/5.0 (iPad; U; CPU iPhone OS 8_1_2 like Mac OS X; en-CA) Coastal Living/5.33"
